Inventory_ID,Warehouse_ID,Product_ID,Inventory_Date,Stock_Quantity,Reserved_Quantity,Damaged_Quantity
58835,261,3216,2025-04-17,536,425,79
58836,368,11858,2025-02-26,4840,785,11
58837,975,5878,2025-05-08,273,278,20
58838,597,4377,2025-01-26,1368,373,57
58839,965,17778,2025-04-21,2806,426,46
58840,324,2153,2025-04-20,2437,87,60
58841,216,6657,2025-08-10,3676,245,84
58842,190,10965,2025-04-16,585,143,35
58843,559,10372,2025-05-15,3969,683,95
58844,367,6201,2025-06-11,983,450,86
58845,918,9903,2025-01-09,3997,707,87
58846,339,10715,2025-04-07,2020,505,31
58847,79,2817,2025-08-27,4783,100,93
58848,746,8366,2025-03-22,4463,3,42
58849,868,9095,2025-05-30,3234,71,48
58850,881,11227,2025-06-21,2220,108,74
58851,559,2940,2025-04-15,4023,921,97
58852,154,11917,2025-04-20,1685,541,21
58853,335,78,2025-01-19,3042,524,96
58854,347,4777,2025-03-02,820,42,99
58855,424,8021,2025-03-28,115,832,41
58856,784,17065,2025-03-05,1897,898,9
58857,193,16684,2025-04-28,2796,321,72
58858,321,4548,2025-02-06,2216,552,96
58859,52,408,2025-03-25,202,223,76
58860,37,8066,2025-04-22,1361,430,1
58861,795,133,2025-03-11,817,17,68
58862,76,471,2025-06-23,3258,211,32
58863,945,1280,2025-02-01,2233,347,57
58864,839,18224,2025-05-01,2576,568,63
58865,899,14356,2025-02-13,2988,370,93
58866,333,7598,2025-01-16,1839,67,7
58867,420,9401,2025-06-02,1340,109,4
58868,206,11675,2025-06-29,3839,408,69
58869,887,11770,2025-02-24,3496,497,37
58870,93,9238,2025-06-26,1917,107,48
58871,926,6179,2025-05-04,3071,650,67
58872,900,18319,2025-03-30,2572,18,43
58873,979,12309,2025-02-05,3332,633,39
58874,275,232,2025-04-20,2189,552,87
58875,409,16667,2025-08-25,417,380,55
58876,172,10454,2025-05-29,4703,749,72
58877,536,3857,2025-03-12,3640,58,24
58878,403,14797,2025-07-07,4298,616,11
58879,988,14715,2025-08-16,699,764,54
58880,742,4713,2025-03-24,1344,101,85
58881,104,4610,2025-08-10,4830,722,70
58882,995,243,2025-07-24,3171,697,35
58883,720,6101,2025-01-08,2457,489,4
58884,441,3848,2025-05-05,2067,277,47
58885,468,4471,2025-02-06,482,403,4
58886,645,3127,2025-02-08,39,506,68
58887,285,9152,2025-08-06,4995,230,94
58888,240,13305,2025-06-07,3609,309,10
58889,521,19537,2025-05-04,1038,210,16
58890,293,14533,2025-05-03,1041,331,2
58891,137,13586,2025-03-29,3661,467,22
58892,240,17200,2025-06-24,2627,940,62
58893,816,313,2025-07-09,1771,328,0
58894,282,16227,2025-04-05,4525,700,77
58895,837,16144,2025-02-20,1522,684,87
58896,968,6475,2025-08-09,1348,866,29
58897,426,4570,2025-05-18,4694,375,48
58898,784,16164,2025-05-16,920,863,29
58899,687,65,2025-03-25,330,582,61
58900,124,18298,2025-05-01,2996,697,9
58901,695,17148,2025-08-21,3625,813,44
58902,170,9014,2025-06-15,1063,819,85
58903,312,12378,2025-08-22,3240,899,48
58904,798,19458,2025-02-10,2104,645,15
58905,411,8047,2025-04-12,1947,168,71
58906,639,7061,2025-01-22,164,13,35
58907,244,19206,2025-06-04,2823,994,46
58908,737,8443,2025-02-02,2105,882,21
58909,385,12696,2025-05-07,1500,185,92
58910,127,7185,2025-08-20,149,300,83
58911,802,3461,2025-01-28,4421,443,40
58912,833,10543,2025-03-04,3390,879,0
58913,247,3638,2025-03-08,2570,120,79
58914,939,3280,2025-02-21,2052,171,86
58915,365,6601,2025-03-05,4076,171,17
58916,37,5989,2025-06-02,828,955,6
58917,564,11865,2025-04-20,2391,598,6
58918,866,16871,2025-07-28,3092,260,49
58919,461,5843,2025-03-21,1907,764,21
58920,955,105,2025-05-23,487,122,97
58921,784,15193,2025-07-10,745,345,52
58922,508,10987,2025-05-25,1514,946,92
58923,561,19111,2025-02-13,2165,659,77
58924,897,10686,2025-07-05,4516,659,7
58925,768,10491,2025-05-02,3753,332,25
58926,675,15688,2025-05-02,4736,988,43
58927,832,19267,2025-01-09,1770,414,91
58928,712,3335,2025-08-18,1546,332,6
58929,870,6246,2025-08-06,3280,801,98
58930,400,14444,2025-03-02,644,925,7
58931,512,5063,2025-05-24,3838,626,17
58932,616,17802,2025-03-08,3697,132,29
58933,849,18231,2025-08-10,843,421,19
58934,756,8846,2025-01-17,4420,119,81
58935,592,14393,2025-08-18,4151,376,4
58936,718,12532,2025-02-12,4843,187,2
58937,976,12957,2025-05-08,847,697,74
58938,871,18101,2025-05-24,3539,547,94
58939,695,17409,2025-07-21,3898,612,17
58940,342,8366,2025-06-13,89,593,67
58941,408,18009,2025-03-05,3512,703,59
58942,155,18837,2025-05-26,2810,162,33
58943,118,17216,2025-05-10,3882,193,18
58944,200,2474,2025-01-25,4581,722,71
58945,651,1832,2025-01-02,1477,724,28
58946,486,17717,2025-01-28,4610,705,59
58947,115,13823,2025-04-08,3627,157,92
58948,288,15079,2025-05-05,1300,158,9
58949,38,19518,2025-08-20,4211,384,91
58950,921,2487,2025-01-21,573,337,64
58951,55,4902,2025-06-17,996,734,14
58952,461,17439,2025-01-01,267,314,14
58953,972,8777,2025-03-16,3644,155,10
58954,840,19955,2025-02-22,4908,984,47
58955,281,44,2025-07-19,2847,700,32
58956,341,15419,2025-01-25,3956,446,30
58957,576,19135,2025-06-02,2628,375,46
58958,79,16952,2025-05-18,2069,477,56
58959,822,6115,2025-02-20,4011,146,65
58960,286,89,2025-02-03,3548,577,50
58961,239,6686,2025-05-05,4790,33,84
58962,170,11821,2025-01-31,2851,693,75
58963,440,5341,2025-08-23,3807,729,41
58964,250,15335,2025-04-29,755,536,60
58965,986,17694,2025-07-26,101,692,21
58966,410,13040,2025-04-24,1348,598,62
58967,489,12126,2025-04-20,297,586,62
58968,879,17783,2025-06-17,2740,493,94
58969,420,2298,2025-08-04,4837,983,35
58970,986,15355,2025-06-29,1858,26,89
58971,117,9092,2025-04-27,293,632,8
58972,379,9033,2025-04-04,2771,258,83
58973,925,17768,2025-02-13,4041,441,42
58974,331,1445,2025-02-05,2657,882,20
58975,312,11691,2025-08-16,860,19,6
58976,489,7009,2025-02-25,3362,198,18
58977,802,10744,2025-07-18,3713,548,25
58978,778,19941,2025-01-24,3632,127,7
58979,302,11548,2025-01-09,1279,856,12
58980,20,1922,2025-04-13,3082,404,41
58981,807,5241,2025-03-25,3481,251,82
58982,958,3313,2025-01-17,2923,920,6
58983,975,14690,2025-08-06,3472,698,18
58984,669,4066,2025-02-13,1661,465,1
58985,535,2682,2025-05-22,4075,904,29
58986,929,6511,2025-04-18,2292,60,7
58987,270,18000,2025-05-29,2698,394,50
58988,242,6600,2025-05-20,312,899,55
58989,405,18987,2025-08-13,1683,561,20
58990,137,4676,2025-03-17,1579,105,58
58991,370,3516,2025-07-20,840,34,68
58992,132,17177,2025-04-10,1603,534,11
58993,396,16660,2025-02-24,2780,224,61
58994,893,9262,2025-01-18,3078,56,94
58995,98,18139,2025-02-05,4275,129,87
58996,791,11223,2025-07-17,3844,920,84
58997,4,14356,2025-02-07,3175,132,50
58998,506,980,2025-01-02,2929,169,34
58999,783,19915,2025-03-21,1413,227,32
59000,465,5620,2025-02-15,3945,43,23
59001,373,4847,2025-08-23,1856,757,43
59002,361,103,2025-04-05,1408,14,45
59003,498,457,2025-03-14,139,673,91
59004,356,48,2025-07-19,30,910,85
59005,246,8553,2025-01-01,3136,78,37
59006,783,6736,2025-08-24,3835,694,43
59007,517,11800,2025-08-25,886,850,41
59008,931,14739,2025-02-16,495,484,11
59009,975,16489,2025-07-06,3289,659,32
59010,818,13156,2025-06-26,639,609,35
59011,565,18028,2025-02-06,3482,456,23
59012,932,8427,2025-07-27,3601,79,23
59013,361,16334,2025-08-26,4092,715,16
59014,756,11932,2025-02-12,4377,82,97
59015,731,11152,2025-06-07,4190,430,35
59016,606,12123,2025-05-17,300,378,38
59017,161,6149,2025-08-21,1098,17,83
59018,705,15401,2025-01-19,2686,159,27
59019,204,3416,2025-04-20,2444,612,39
59020,88,8862,2025-08-09,2970,678,95
59021,505,4164,2025-05-15,1742,128,46
59022,74,17574,2025-06-18,4432,647,3
59023,743,83,2025-08-06,199,315,41
59024,705,19599,2025-07-31,665,251,84
59025,116,16617,2025-08-16,2355,81,13
59026,483,478,2025-05-11,4183,130,27
59027,963,2153,2025-05-17,1499,187,12
59028,149,8294,2025-08-17,4761,49,62
59029,977,1123,2025-06-28,3939,499,45
59030,425,2546,2025-04-14,1818,50,55
59031,940,15853,2025-08-06,1106,146,89
59032,656,13665,2025-08-04,2325,47,36
59033,258,14601,2025-07-25,2087,197,84
59034,366,15470,2025-08-22,2692,250,3
59035,240,8357,2025-04-04,3356,821,73
59036,705,1593,2025-04-25,3023,768,55
59037,872,6070,2025-02-24,10,134,11
59038,680,15336,2025-07-31,3098,633,24
59039,186,703,2025-03-01,4657,345,82
59040,414,15462,2025-04-04,4901,435,25
59041,876,6322,2025-05-05,962,124,17
59042,844,18177,2025-01-16,2444,949,48
59043,937,12852,2025-08-23,3071,796,17
59044,811,12781,2025-03-30,2481,314,3
59045,409,8477,2025-02-04,3246,320,74
59046,298,18035,2025-08-21,5,821,74
59047,576,15826,2025-08-20,992,634,62
59048,284,17246,2025-05-24,2914,671,32
59049,219,15962,2025-02-19,612,293,8
59050,375,19994,2025-05-08,3505,879,28
59051,785,5860,2025-07-05,3557,559,4
59052,530,15209,2025-06-07,3884,200,79
59053,198,19598,2025-04-03,2058,-5,1
59054,348,1180,2025-07-31,2079,267,49
59055,232,12036,2025-07-13,3151,341,75
59056,128,5308,2025-08-24,2610,669,55
59057,192,14212,2025-02-28,4221,465,0
59058,994,7293,2025-08-14,4584,846,53
59059,165,5268,2025-07-05,2103,465,10
59060,203,5198,2025-03-21,3973,538,78
59061,305,618,2025-01-30,1090,507,74
59062,670,8991,2025-01-22,2035,262,90
59063,787,13314,2025-03-23,3810,140,91
59064,558,2443,2025-02-18,3837,643,36
59065,571,5359,2025-08-04,797,336,75
59066,124,12302,2025-01-04,1896,71,87
59067,47,2537,2025-05-01,3757,784,82
59068,139,15914,2025-03-26,3627,919,90
59069,271,4828,2025-06-02,204,841,87
59070,572,810,2025-06-15,4678,398,54
59071,638,10725,2025-01-26,3686,384,85
59072,7,17050,2025-04-28,427,675,48
59073,896,14640,2025-01-03,4144,474,41
59074,317,8547,2025-01-17,2579,920,72
59075,359,11433,2025-07-15,984,74,93
59076,800,10627,2025-08-12,4578,828,93
59077,149,2804,2025-03-05,2026,588,84
59078,497,262,2025-06-06,434,892,27
59079,946,2755,2025-07-02,36,542,63
59080,886,1333,2025-04-29,989,971,85
59081,10,13551,2025-06-08,2656,782,70
59082,295,19457,2025-07-13,4647,775,72
59083,393,13792,2025-01-24,3580,630,96
59084,914,2436,2025-03-02,4951,168,92
59085,269,9681,2025-07-24,3799,219,38
59086,499,6202,2025-07-07,438,263,43
59087,510,5334,2025-06-22,4397,746,94
59088,492,17175,2025-01-31,2149,386,38
59089,792,17127,2025-04-20,3447,972,37
59090,195,2519,2025-05-28,2696,242,35
59091,976,1899,2025-02-11,402,828,25
59092,548,2329,2025-05-06,47,83,88
59093,664,4917,2025-07-30,897,982,98
59094,708,18604,2025-05-03,2087,882,69
59095,971,9311,2025-02-19,4842,554,45
59096,516,1478,2025-07-02,329,35,67
59097,748,1513,2025-08-11,3004,978,90
59098,538,17399,2025-03-30,674,670,38
59099,51,5867,2025-04-03,2893,692,22
59100,176,17618,2025-04-08,750,295,18
59101,450,14230,2025-02-11,733,420,58
59102,601,10591,2025-03-24,1315,247,68
59103,251,18940,2025-07-07,4052,331,75
59104,819,17010,2025-04-27,1899,214,19
59105,52,12855,2025-08-28,1158,229,28
59106,252,7581,2025-05-31,1416,666,1
59107,861,16489,2025-05-05,2812,925,80
59108,850,6758,2025-07-11,2275,188,75
59109,548,644,2025-07-02,2284,725,15
59110,634,1366,2025-01-13,496,589,66
59111,859,16415,2025-01-23,3977,9,39
59112,150,9366,2025-04-27,139,239,86
59113,649,2573,2025-05-10,1172,732,20
59114,729,6068,2025-05-24,492,320,57
59115,439,10362,2025-06-27,2775,584,38
59116,541,8949,2025-06-30,4982,559,56
59117,963,6957,2025-01-18,363,84,74
59118,265,14396,2025-02-10,3551,771,53
59119,446,815,2025-07-10,2031,171,56
59120,797,3682,2025-06-29,4316,54,22
59121,685,17966,2025-02-20,2404,891,24
59122,726,3106,2025-05-01,853,192,61
59123,780,15665,2025-01-26,3630,118,82
59124,792,12115,2025-05-27,2858,108,74
59125,939,10096,2025-03-30,2583,810,9
59126,653,14652,2025-04-24,2491,407,96
59127,708,9740,2025-08-11,297,556,79
59128,826,10123,2025-07-13,1201,15,3
59129,382,491,2025-01-28,1749,150,74
59130,600,12355,2025-06-28,1446,742,72
59131,603,14896,2025-05-01,1640,217,95
59132,701,14209,2025-05-30,1592,817,63
59133,104,8654,2025-07-15,3609,317,74
59134,784,1877,2025-04-16,4103,23,95
59135,446,12049,2025-06-27,3046,63,11
59136,353,15613,2025-06-16,3432,434,22
59137,428,17180,2025-07-26,1028,513,69
59138,674,11865,2025-03-06,3585,584,13
59139,190,14912,2025-06-21,4038,910,88
59140,107,14505,2025-04-20,391,550,92
59141,398,15372,2025-03-18,89,676,91
59142,361,12260,2025-03-07,584,267,31
59143,285,9100,2025-01-14,1187,420,46
59144,917,3545,2025-02-17,2753,224,38
59145,68,10646,2025-02-26,4423,701,14
59146,903,1318,2025-01-04,2263,535,38
59147,747,19493,2025-06-30,4685,420,43
59148,549,4791,2025-05-25,3265,664,95
59149,373,11553,2025-06-08,3689,336,74
59150,601,8447,2025-01-08,973,746,64
59151,828,9494,2025-01-05,127,444,81
59152,232,14076,2025-04-27,2770,938,19
59153,207,11490,2025-05-01,3121,147,16
59154,937,13703,2025-06-07,2541,497,94
59155,952,12147,2025-01-27,2040,751,65
59156,240,11242,2025-01-11,619,428,29
59157,957,3730,2025-08-09,1379,45,15
59158,811,11454,2025-01-27,2078,763,45
59159,234,18745,2025-04-20,859,905,69
59160,293,5161,2025-05-04,2649,844,88
59161,191,13518,2025-04-14,3972,307,92
59162,18,5076,2025-01-12,3442,297,20
59163,122,16650,2025-06-21,1754,782,99
59164,900,7634,2025-06-17,1497,983,19
59165,287,2900,2025-01-24,3572,574,95
59166,210,14181,2025-03-12,1034,170,12
59167,635,17471,2025-04-08,3700,370,26
59168,520,8643,2025-04-12,2938,175,67
59169,482,13262,2025-05-10,1324,756,90
59170,59,16922,2025-01-04,4756,666,21
59171,831,13947,2025-03-29,3793,552,13
59172,736,8769,2025-06-27,2222,860,13
59173,799,10641,2025-02-24,4967,150,76
59174,228,632,2025-08-05,1583,940,99
59175,304,10915,2025-08-14,1569,58,27
59176,295,12733,2025-01-11,197,377,29
59177,958,8744,2025-02-04,4673,384,14
59178,980,3460,2025-08-27,4973,259,19
59179,72,12145,2025-07-16,412,546,70
59180,473,9591,2025-03-09,417,12,74
59181,954,17745,2025-08-12,4935,556,24
59182,463,9668,2025-04-14,4625,943,24
59183,968,6211,2025-01-20,962,278,50
59184,541,6085,2025-01-27,4145,495,39
59185,768,1578,2025-03-31,2705,518,24
59186,511,7598,2025-01-15,1006,628,59
59187,297,8469,2025-03-16,4430,169,92
59188,1000,10431,2025-03-08,294,459,52
59189,751,5724,2025-06-24,3130,715,11
59190,460,19902,2025-01-12,2743,545,47
59191,225,17872,2025-02-07,1743,332,82
59192,516,14963,2025-06-17,4995,72,49
59193,451,7992,2025-04-11,509,479,75
59194,123,18866,2025-08-12,119,343,45
59195,662,6506,2025-05-26,2920,260,21
59196,706,13026,2025-03-29,4751,9,57
59197,890,16727,2025-07-19,394,983,48
59198,941,16606,2025-04-30,1077,28,11
59199,597,17969,2025-06-22,1466,835,34
59200,331,15503,2025-06-04,3987,532,24
59201,492,6512,2025-05-21,4039,560,17
59202,803,13552,2025-01-17,4048,352,51
59203,249,15984,2025-03-19,1375,833,94
59204,535,14634,2025-01-19,3569,667,65
59205,536,13892,2025-06-29,3410,883,51
59206,163,8738,2025-04-15,1445,700,97
59207,581,5696,2025-07-24,1890,195,3
59208,642,4480,2025-01-05,2214,389,33
59209,768,6258,2025-07-08,3483,681,91
59210,734,132,2025-08-07,3903,515,24
59211,532,19517,2025-04-24,2239,389,67
59212,943,5738,2025-02-23,114,754,0
59213,421,14328,2025-03-28,2757,250,2
59214,939,8831,2025-03-27,3191,796,30
59215,378,1550,2025-01-05,2856,847,70
59216,55,18156,2025-04-30,2899,953,54
59217,723,453,2025-01-11,428,219,49
59218,400,12573,2025-02-14,732,796,36
59219,456,1014,2025-08-10,4421,536,49
59220,254,14654,2025-06-08,970,106,37
59221,662,840,2025-04-07,2659,74,22
59222,167,2019,2025-01-06,723,815,69
59223,652,19049,2025-07-12,690,434,63
59224,85,19545,2025-04-28,2987,388,2
59225,295,1203,2025-07-10,2623,942,71
59226,205,9801,2025-05-11,4762,522,41
59227,267,13370,2025-01-31,2925,355,54
59228,952,12887,2025-04-05,1547,651,99
59229,261,15998,2025-02-20,3873,844,86
59230,414,16673,2025-07-05,4064,753,23
59231,169,12195,2025-01-16,2498,923,69
59232,735,16431,2025-08-15,143,555,2
59233,552,11986,2025-08-10,2887,344,18
59234,248,1364,2025-05-30,4503,406,78
59235,626,5379,2025-01-24,4637,402,29
59236,998,12463,2025-07-07,2906,39,99
59237,191,17174,2025-07-26,3599,891,23
59238,118,8538,2025-08-22,51,138,25
59239,508,10417,2025-03-08,4972,751,51
59240,567,3298,2025-01-10,1074,113,36
59241,240,11927,2025-02-22,2399,312,75
59242,887,7562,2025-06-10,1810,312,60
59243,59,6304,2025-07-08,3153,294,6
59244,349,1725,2025-03-13,213,171,46
59245,879,13354,2025-03-03,2655,56,95
59246,137,8683,2025-01-03,4393,513,49
59247,832,19471,2025-06-20,3405,550,22
59248,492,16139,2025-08-10,3595,308,35
59249,503,2223,2025-04-05,4101,36,27
59250,736,8919,2025-04-30,2062,26,70
59251,417,10630,2025-06-24,2630,42,51
59252,585,14041,2025-06-07,1529,510,1
59253,557,15912,2025-04-23,4340,447,20
59254,714,5461,2025-02-24,730,726,19
59255,311,5010,2025-06-24,168,348,6
59256,890,11458,2025-05-08,1176,106,28
59257,273,12070,2025-03-15,3536,775,27
59258,668,12263,2025-03-16,4026,905,36
59259,110,8642,2025-04-14,193,697,58
59260,529,14432,2025-03-22,2523,258,97
59261,532,11463,2025-02-01,459,468,4
59262,825,6279,2025-03-12,3917,689,28
59263,84,9036,2025-03-05,2490,262,28
59264,45,9735,2025-04-15,3706,320,25
59265,499,10306,2025-04-17,1710,879,77
59266,504,5719,2025-01-21,4653,371,27
59267,412,8605,2025-06-18,4650,632,45
59268,139,3687,2025-02-16,2916,255,69
59269,112,3407,2025-06-16,2334,751,52
59270,22,15952,2025-08-02,1728,402,27
59271,968,7031,2025-06-10,597,253,39
59272,668,16986,2025-02-11,3133,570,39
59273,824,2469,2025-03-14,4610,611,17
59274,927,8857,2025-08-18,3010,20,12
59275,584,18546,2025-07-27,3533,503,58
59276,333,8575,2025-06-07,4107,212,83
59277,641,16371,2025-07-15,319,786,91
59278,777,10089,2025-02-18,4110,935,76
59279,907,9061,2025-05-23,1662,682,67
59280,458,19592,2025-04-07,1443,965,10
59281,661,13599,2025-01-21,2433,505,36
59282,330,19279,2025-05-28,3652,609,76
59283,630,17228,2025-02-23,276,261,94
59284,318,16795,2025-04-13,585,717,19
59285,782,8815,2025-01-23,2928,232,23
59286,328,2197,2025-08-27,796,84,64
59287,438,13546,2025-03-24,2964,230,20
59288,515,14114,2025-07-23,106,271,26
59289,471,16200,2025-07-26,3707,198,24
59290,723,18563,2025-04-23,2504,598,19
59291,823,11153,2025-03-03,2282,624,6
59292,557,9889,2025-06-03,2564,49,55
59293,908,16179,2025-05-07,3808,123,30
59294,430,17438,2025-07-07,420,19,98
59295,258,18404,2025-07-04,4090,585,3
59296,858,10851,2025-08-12,2710,747,70
59297,542,15899,2025-01-13,2695,67,28
59298,910,19109,2025-08-01,1762,482,26
59299,617,15571,2025-06-17,2922,161,85
59300,121,1428,2025-01-08,1130,606,50
59301,773,4110,2025-01-05,2976,53,59
59302,101,10559,2025-02-04,4424,448,51
59303,799,3525,2025-06-02,584,811,75
59304,995,18735,2025-07-23,2283,312,74
59305,426,2810,2025-04-02,3059,528,67
59306,277,260,2025-08-15,3696,701,31
59307,694,10878,2025-02-16,3184,549,95
59308,565,11199,2025-03-07,3634,963,45
59309,560,15,2025-02-20,1456,757,21
59310,700,4813,2025-07-06,1742,813,50
59311,377,5817,2025-05-08,2406,922,29
59312,159,10734,2025-04-19,4037,303,0
59313,47,5532,2025-04-09,1989,537,94
59314,647,12622,2025-07-11,3635,574,69
59315,839,12743,2025-08-06,4217,319,46
59316,958,15061,2025-02-09,4532,135,4
59317,628,12779,2025-01-03,1506,403,31
59318,644,5278,2025-04-27,4013,749,27
59319,509,2039,2025-08-03,3570,164,58
59320,386,4270,2025-02-05,1625,914,45
59321,732,12061,2025-02-18,17,857,46
59322,65,18714,2025-03-26,3249,734,0
59323,224,4224,2025-04-21,2245,683,61
59324,124,17553,2025-01-11,573,309,82
59325,811,14798,2025-05-16,4180,818,36
59326,904,4911,2025-04-26,838,577,32
59327,10,16897,2025-02-02,1644,919,24
59328,874,592,2025-05-26,2545,652,45
59329,336,17541,2025-01-31,2038,969,69
59330,80,7658,2025-08-15,2788,42,18
59331,682,247,2025-08-17,1214,382,15
59332,857,8604,2025-04-12,2574,717,31
59333,253,4218,2025-06-24,1084,351,59
59334,987,15900,2025-03-07,4196,687,47
59335,504,14656,2025-02-03,1219,709,66
59336,222,12023,2025-08-17,540,396,47
59337,604,13882,2025-06-03,4302,85,30
59338,149,4582,2025-02-05,1585,87,49
59339,535,1713,2025-05-27,885,189,42
59340,251,5958,2025-03-25,479,781,78
59341,34,12789,2025-02-16,1327,135,4
59342,836,15400,2025-02-04,736,545,15
59343,487,5659,2025-07-11,674,53,5
59344,285,2116,2025-08-12,3289,734,21
59345,996,1169,2025-05-17,426,758,83
59346,887,988,2025-04-12,2443,649,79
59347,671,6315,2025-06-20,2134,502,74
59348,549,13603,2025-08-23,2273,535,0
59349,94,2046,2025-04-10,1764,964,54
59350,418,7970,2025-05-03,1845,482,88
59351,445,2683,2025-06-10,3225,113,5
59352,808,878,2025-01-23,654,750,69
59353,475,13136,2025-04-14,1041,717,20
59354,357,6395,2025-03-23,297,758,45
59355,627,1901,2025-01-25,1953,694,19
59356,857,18501,2025-08-24,3009,131,33
59357,216,3799,2025-06-30,448,859,88
59358,662,8530,2025-04-18,2213,453,53
59359,637,2256,2025-02-05,4693,862,78
59360,533,19142,2025-04-08,636,675,40
59361,786,13452,2025-03-24,2922,357,37
59362,394,5118,2025-05-18,1751,431,39
59363,257,16751,2025-01-08,4258,829,25
59364,423,17302,2025-03-17,3338,309,23
59365,626,17599,2025-03-01,2569,375,36
59366,489,15852,2025-02-22,3520,31,19
59367,270,5579,2025-08-08,2367,606,79
59368,224,14531,2025-07-03,110,426,21
59369,814,10458,2025-07-07,979,920,25
59370,925,3942,2025-03-09,2328,120,25
59371,314,3270,2025-03-14,1148,860,59
59372,802,6985,2025-05-03,4598,102,67
59373,220,2496,2025-04-02,541,225,47
59374,801,15855,2025-05-03,1008,660,56
59375,22,13469,2025-04-20,960,596,61
59376,691,19493,2025-05-28,967,349,47
59377,834,15915,2025-03-18,518,883,54
59378,522,12788,2025-07-03,1808,605,7
59379,601,17082,2025-02-23,1496,116,44
59380,766,18277,2025-06-14,808,626,14
59381,626,8155,2025-06-01,2435,770,48
59382,681,13493,2025-08-13,4077,181,49
59383,522,15498,2025-02-01,2506,833,66
59384,774,3957,2025-06-20,267,164,45
59385,869,15828,2025-08-25,1290,544,17
59386,979,17499,2025-06-12,4095,314,5
59387,946,7394,2025-04-25,1588,125,99
59388,260,10250,2025-08-14,1103,958,18
59389,31,10316,2025-07-17,3720,172,44
59390,956,18046,2025-05-03,3031,232,18
59391,245,17909,2025-02-15,2363,823,58
59392,562,1973,2025-08-19,3312,307,74
59393,535,3637,2025-04-29,4816,348,61
59394,177,14167,2025-08-20,3267,752,36
59395,20,3906,2025-03-18,4448,2,76
59396,725,5852,2025-06-15,1099,113,48
59397,822,7077,2025-02-17,4993,782,67
59398,357,8851,2025-04-10,2905,777,23
59399,370,10655,2025-05-22,3848,618,69
59400,529,13388,2025-06-08,3196,667,95
59401,694,2019,2025-06-21,498,455,95
59402,706,4702,2025-07-31,3273,448,8
59403,125,5926,2025-05-04,500,835,3
59404,329,1632,2025-06-16,2891,828,23
59405,487,142,2025-01-14,866,835,44
59406,701,16784,2025-04-26,4761,409,3
59407,783,16027,2025-07-15,1879,336,64
59408,170,3255,2025-07-22,2671,200,56
59409,84,689,2025-05-08,2371,674,6
59410,372,17913,2025-08-16,1892,301,95
59411,592,15708,2025-02-01,3661,651,94
59412,506,13391,2025-03-17,1467,393,88
59413,885,3922,2025-07-30,4073,222,58
59414,755,19019,2025-01-08,323,920,74
59415,816,17470,2025-02-09,1688,356,60
59416,582,892,2025-01-26,2607,218,24
59417,716,15855,2025-03-15,4941,54,25
59418,68,10777,2025-01-21,3537,307,75
59419,847,18285,2025-05-17,2978,336,21
59420,706,3454,2025-02-11,2249,74,71
59421,108,7514,2025-06-01,1681,311,6
59422,930,13198,2025-05-02,1741,976,38
59423,654,5745,2025-04-29,132,911,61
59424,804,6005,2025-08-28,2612,294,60
59425,202,13668,2025-05-26,4590,291,33
59426,727,17738,2025-05-09,299,884,20
59427,80,2273,2025-07-21,4271,407,28
59428,828,1443,2025-06-07,3903,368,66
59429,784,18079,2025-06-30,898,834,12
59430,616,1590,2025-04-26,3745,419,28
59431,768,18812,2025-03-28,4482,471,63
59432,500,8144,2025-03-25,2025,546,29
59433,723,2054,2025-04-17,1552,546,37
59434,969,3047,2025-04-08,2808,375,97
59435,594,488,2025-06-19,4721,88,44
59436,779,13274,2025-03-31,624,280,94
59437,533,17668,2025-02-27,4791,223,77
59438,588,17491,2025-05-15,243,211,6
59439,800,2476,2025-07-29,2659,431,34
59440,800,7890,2025-07-28,2576,241,9
59441,32,3445,2025-06-28,239,127,44
59442,697,5164,2025-01-09,1883,304,3
59443,881,17052,2025-03-01,2432,141,68
59444,549,668,2025-01-29,4435,699,1
59445,863,17680,2025-03-02,2140,386,94
59446,996,11984,2025-07-28,3039,256,15
59447,959,1516,2025-02-04,1512,91,79
59448,529,15570,2025-03-18,4754,132,49
59449,653,15565,2025-04-24,998,396,21
59450,519,12086,2025-03-15,4707,26,94
59451,66,16154,2025-05-11,4431,553,90
59452,897,15464,2025-07-30,824,29,79
59453,883,17970,2025-02-06,866,665,9
59454,537,2329,2025-04-14,952,277,28
59455,300,17692,2025-02-11,4115,355,21
59456,944,605,2025-04-08,269,329,93
59457,933,18228,2025-06-01,2745,834,31
59458,758,19271,2025-03-29,319,456,79
59459,307,18293,2025-08-21,1167,831,9
59460,993,12387,2025-02-06,420,375,17
59461,948,925,2025-05-08,3442,834,71
59462,65,3581,2025-05-01,2550,666,1
59463,638,8607,2025-04-18,1728,481,32
59464,159,14922,2025-04-10,2508,568,21
59465,699,11980,2025-01-21,1161,408,61
59466,403,14100,2025-03-23,552,244,37
59467,797,12309,2025-04-10,2277,576,31
59468,582,11027,2025-06-16,1465,962,92
59469,813,3012,2025-07-19,3422,742,39
59470,599,19934,2025-04-13,1210,919,29
59471,828,825,2025-08-23,272,553,70
59472,878,6735,2025-07-30,4556,363,66
59473,953,8919,2025-07-19,2209,223,99
59474,846,7552,2025-01-01,4508,897,19
59475,72,18174,2025-07-12,1129,62,19
59476,748,8296,2025-04-12,825,817,3
